Year,pdf_name,Aggregated_Context,Hit_Count,Auto_Priority_Score,KEEP(1)_or_EXCLUDE(0)
2008,nime2008_Valle_b.pdf,"...ccessible through a GUI envik ronmentl While GUI is the main [INTERFACE] to the systemi oﬀering an easier access for the less program... 

 ...n environments can Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 253 be concei... 

 ...the language writes scripts addressing each module’s speciﬁc [INTERFACE] and executes them by calling the related program from OSp Th... 

 ...n if the latter is Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 254 .058 .025... 

 ...]be igeg they are command languagese to be input via textual [INTERFACE] and to be compiled in order to generate a vectorial outputg ... 

 ... is rich in data strucf turee highly expressivee provides an [INTERFACES] to the OS environmente allows for string manipulationt as an... 

 ...ammable GUIsg Comf Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 255 Praat Aud... 

 ...y writing in St the opportune modulesY Such modules allow to [INTERFACE] PraatW which is able to create graphics from all its dataW a...",11,28.45286144605798,0
2014,nime2014_lfeugere.pdf,"... user can Proceedings of the International Conference on New [INTERFACES] for Musical Expression 86 control acoustic phases in phonemi... 

 ...is. InProceedings of the 6th International Conference on New [INTERFACES] for Musical Expression (NIME’06), pages 266–271, Paris, Fran... 

 ...6] S. S. Fels and G. E. Hinton. Glove-talk: A neural network [INTERFACE] between a data-glove and a speech synthesizer. IEEE Transact... 

 ...ging synthesis. In Proceedings of the 13th Conference on New [INTERFACES] for Musical Expression (NIME’13), pages 331–336, Daejeon, Ko... 

 ...amana.wav Proceedings of the International Conference on New [INTERFACES] for Musical Expression 87... 

 ...g involves syn- chronization of many vocal tract and glottal [ORGANS] . When simulating voice synthesis and attempting to control ...",6,28.37280384494224,0
2016,nime2016_Balandra.pdf,"... not matc h for in- strumen ts with a steady sustain, lik e: [ORGAN] or ute. In con trast, the presen t metho d generates audio-... 

 ... ms t2 ms t3 ms s =ah% r =ah% Instrumen ts' ADSR P arameters [ORGAN] 5 0 t4−25 100 1 Flute 75 0 t4−60 100 1 Harpsic hord 55 0 t4−... 

 ...ions of dieren t kinds of ob- jects, lik e: the string in a [PIANO] or the stretc hed mem brane in a drum. When some ph ysical i...",3,28.31477613773563,0
2014,nime2014_cmckinney.pdf,"... of these Proceedings of the International Conference on New [INTERFACES] for Musical Expression 379 technologies are complete or oﬀer... 

 ...re implementation. The API pro- vides a relatively low-level [INTERFACE] for creating real-time synthesis in pure JavaScript. The met... 

 ...ions into Proceedings of the International Conference on New [INTERFACES] for Musical Expression 380 pure JavaScript code, generating ... 

 ...t, before Proceedings of the International Conference on New [INTERFACES] for Musical Expression 381 adding more features. Networking ... 

 ...noitlib. [17] C. Roberts. The web browser as synthesizer and [INTERFACE] . 2013. [18] C. Roberts. Gibber 2.0, 2014. http://charlieMro... 

 ..., A. Misra, and P. R. Cook. Building Collaborative Graphical [INTERFACES] in the Audicle. In NIME ’06: Proceedings of the 2006 confere... 

 ...icle. In NIME ’06: Proceedings of the 2006 conference on New [INTERFACES] for musical expression, pages 49–52, Paris, France, France, ... 

 ...ollider/. Proceedings of the International Conference on New [INTERFACES] for Musical Expression 382...",10,28.27385744743954,0
2017,nime2017_jlarsen_b.pdf,"...r, assistive technology ACM Classiﬁcation H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing H.5.2 [Informati... 

 ...d Presentation] Sound and Music Computing H.5.2 [Information [INTERFACES] and Presen- tation] User Interfaces — Prototyping 1. INTRODU... 

 ...uting H.5.2 [Information Interfaces and Presen- tation] User [INTERFACES] — Prototyping 1. INTRODUCTION Delayed auditory feedback (DAF... 

 ...tance of 10 meters adds 30ms due to the speed of sound [10]. [INTERFACES] for musical expression (IMEs) can provide pri- mary feedback... 

 ...iety of America, 88(1):52–63, 1990. [3] B. Bongers. Physical [INTERFACES] in the electronic arts. Trends in gestural control of music,... 

 ... Sept. 2000. [5] S. A. Finney. Auditory Feedback and Musical [KEYBOARD] Performance. Music Perception: An Interdisciplinary Journal,... 

 ...ital Musical Instruments: Control and Interaction beyond the [KEYBOARD] . Number v. 21 in The computer music and digital audio serie... 

 ...nist can manipulate the latency by pressing (activat- ing) a [PIANO] key to the audible onset of a soft note by as as much as 100...",9,28.18227810348033,0
2005,nime2005_Huott.pdf,"...Bean Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 244 v... 

 ..., 2upTechnology,      www.2uptech.com      [2] Huott, R. “An [INTERFACE] for Precise Musical Control” Proceedings of the 2002 Confere... 

 ... Map Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 245... 

 ... combines some elements from stringed instruments, the piano [KEYBOARD] , and the kalimba, making it more intuitive for the experien... 

 ..., similar to a stringed instrument but equally spaced like a [KEYBOARD] with one octave per ‘pea’.  Moving a fingertip’s width towar... 

 ...he map combines some elements from stringed instruments, the [PIANO] keyboard, and the kalimba, making it more intuitive for the ...",6,28.022602054904823,0
2015,nime2015_amercertaylor.pdf,"...s).    28 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...Ipuc   29 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...cs  altosaar@princeton.edu        ABSTRACT  On a traditional [KEYBOARD] , the actions required to play a consonant  chord progressio... 

 ... Inspired by the Tonnetz (a tonal diagram), we present a new [LAYOUT] of pitches defined using low-level harmonic notions. We  dem... 

 ...mapping the random  movements of fish in an aquarium to this [LAYOUT] . Qualitatively, we  find that this captures the intuition b... 

 ...sion, generative music  1. INTRODUCTION  In Tonnetz, a pitch [LAYOUT] first devised by Leonhard Euler [3] and  widely used in mode... 

 ... function.  3. SONIFICATIONS  3.1 Aquarium  We use the pitch [LAYOUT] defined above as the basis of the sonification  of a video o...",7,27.93973899404637,0
2015,nime2015_apon.pdf,"...action 87 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...to how 88 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...t such 89 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ... 9 8 . 90 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...e opportunity to connect the system to a MIDI-enabled church [ORGAN] , thereby creat- ing the link between possibly the newest fo...",5,27.90380158684264,0
2007,nime2007_Bottoni.pdf,"...ge a conﬁgurable sound syn- thesis engine with a conﬁgurable [INTERFACE] , in a compact and portable device using commercial low-cost... 

 ...umentsReaktor [9] and Clavia Nord Modular [4]). Touch-screen [INTERFACES] have re- ceived increased popularity in the last years, bein... 

 ...uliar DIOPSIS740 processor’s ar- chitecture so that the user [INTERFACE] and peripherals are han- dled by the ARM core, while all the... 

 ...g modules can be connected both to audio gen- erators and to [INTERFACE] widgets, being thus exploited to show/hide the widgets and m... 

 ...d layers, in which Proceedings of the 2007 Conference on New [INTERFACES] for Musical Expression (NIME07), New York, NY, USA 394 Figur... 

 ...ivate multiple on-screen controls. The currently implemented [INTERFACE] modules are standard widgets such as sliders, buttons and a ... 

 ... The embedded operating system (TouchBoxOS) handles the user [INTERFACE] and peripherals using the ARM7 core, while the mAgic core pe... 

 ...ed editor (Fig. 3). The available mod- ules implement either [INTERFACE] components, audio genera- tors/processors or abstractions of...",14,27.83121924959497,0
2017,nime2017_rvogl.pdf,"..., yet labor intensive work. In this work we present a touch- [INTERFACE] -based pro- totype with the goal to simplify this task. The ... 

 ... degree of deviation from the seed pattern is generated. The [INTERFACE] provides sim- ple ways to enter, edit, visualize and browse ... 

 ...ed from a commercial drum loop library. To evaluate the user [INTERFACE] as well as the quality of the generated patterns a user stud... 

 ...was found that participants responded positively to the user [INTERFACE] and the quality of the generated patterns. Furthermore, the ... 

 ...astic models. Categories and Subject Descriptors H.5.2 [User [INTERFACES] ]: Graphical user interfaces, Input devices and strategies 1... 

 ... Subject Descriptors H.5.2 [User Interfaces]: Graphical user [INTERFACES] , Input devices and strategies 1. INTRODUCTION Electronic da... 

 ...f a seed pattern is presented. Weak- nesses identiﬁed in the [INTERFACE] in [19] are considered and a touch-interface-based prototype... 

 ...entiﬁed in the interface in [19] are considered and a touch- [INTERFACE] -based prototype is introduced. The RBM- based variation met...",34,27.74380752588004,0
2014,nime2014_ebertelli.pdf,"...Conductive Music: Teaching Innovative [INTERFACE] Design and Composition Techniques with Open-Source  Hardware... 

 ...assroom.   Keywords   Conductive Music, open source, musical [INTERFACES] , public  engagement, didactic techniques, youth, urban scho... 

 ...ve reached more than 150 students who have  built instrument [INTERFACES] using tinfoil, water, and kitchenware  such as ice cube tray... 

 ...s).  	    Proceedings of the International Conference on New [INTERFACES] for Musical Expression 517 3. WORKSHOP STRUCTURE AND  MODULE... 

 ...by familiarizing with the  new technology and creating their [INTERFACES] , to move on to the  software-based Sound De sign. At the be... 

 ...odify the keystroke output through the  Arduino Graphic User [INTERFACE] (GUI ). The soldering module's  target is to create an expan... 

 ... schools. Proceedings of the International Conference on New [INTERFACES] for Musical Expression 518 performance (Brown, 1964). Three ... 

 ...mony and melody.   In all cases, they adapt their instrument [INTERFACES] to  complement each other within a group. On the other hand,...",14,27.693587297539523,0
2014,nime2014_mbretan.pdf,"...ic consumption, perception, and expression through a robotic [INTERFACE] by describing several applications de- veloped for Shimi, ou... 

 ...- ods involving automated artiﬁcial intelligences or provide [INTERFACES] encouraging users to suggest music to friends. Other musical... 

 ...ekid.com/ Proceedings of the International Conference on New [INTERFACES] for Musical Expression 315 Figure 1: Shimi is a robotic musi... 

 ...s. Additionally, compositional aids in the forms of computer [INTERFACES] are becoming more pervasive and even allow novices to develo... 

 ...be dull, tedious, or diﬃcult through a non-sociable computer [INTERFACE] . Though a primary objective in developing an RMC is to expl... 

 ...DRSP approach provides users with a familiar and easy to use [INTERFACE] . However, in sacriﬁcing more compli- cated mechanics for a ... 

 ... a speaker dock. However, rather than using a graphical user [INTERFACE] (GUI) as is common with typical mobile applications, the use... 

 ...danceability. Essentially, Shimi supports a natural language [INTERFACE] for TEN’s query methods. Another method of interaction inclu...",17,27.669451193076025,0
2023,nime2023_16.pdf,"...ent (SMAI): Bridging Skeuomorphic & Machine Learning Enabled [INTERFACES] Ted Moore ∗ New Haven, CT ted@tedmooremusic.com Jean Brazeau... 

 ... recorded sam- ples and/or (2) a skeuomorphic graphical user [INTERFACE] of the patches used to record the sounds. Flexible MIDI and ... 

 ...audio samples in a multi-gigabyte corpus: (1) a skeuomorphic [INTERFACE] modeled on the orig- inal Serge Modular Music System [16] an... 

 ...ive comparisons of users’ musical expressive- ness with each [INTERFACE] [20]. for Download SMAI from the GitHub Repo at https://gith... 

 ...ar systems [8, 4, 6, 7, 1]. Many also include skeuomor- phic [INTERFACES] [2]. While some draw on recorded waveta- bles to approximate... 

 ... instrumental sounds via skeuomorphic and data visualization [INTERFACES] . While others have used audio descriptor analysis and di- m... 

 ...samples can then be accessed in two ways: (1) a skeuomorphic [INTERFACE] of the original Serge Modu- lar Music System or (2) a three-... 

 ...nal plot displaying sound slices as points. 3.1 Skeuomorphic [INTERFACE] In order to provide a sense of what kind of analog patch pro...",24,27.59842831817592,0
2006,nime2006_Breinbjerg.pdf,"...  a stand for  sound manipulation with five simple, tangible [INTERFACES] ; a  stand for sound mixing with a graphical computer interf... 

 ...erfaces; a  stand for sound mixing with a graphical computer [INTERFACE] presented on two touch screens.  Keywords  Acousmatic listen... 

 ...reens.  Keywords  Acousmatic listening, aesthetics, tangible [INTERFACES] .  1. INTRODUCTION  Since February 2005, an Acousmatic Compo... 

 ...s).  Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 334 The signa... 

 ...y through the speakers inside the stand. A  simple graphical [INTERFACE] on a touch screen placed within the  box specifies fundament... 

 ...d for sound manipulation holds five Sound  Manipulators that [INTERFACE] to sound transformation algorithms  and control transformati... 

 ...ound Manipulators  The Sound Manipulators are small physical [INTERFACES] that vary  in shape, material, and functionality and each al... 

 ...the  Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 335 pump buil...",26,27.581550348785385,0
2024,nime2024_56.pdf,"...or applications and deployments;•Human- centered computing → [INTERFACE] design prototyping;•Applied computing → Sound and music comp... 

 ...he increase of sonic possibilities and corresponding control [INTERFACES] , playing the instrument has become increasingly complex [10... 

 ...ical and mental capabilities of guitar players, most control [INTERFACES] for electric guitar have been con- ceived with simplicity in... 

 ...t their play- ing movements to access and handle new control [INTERFACES] [5, 12]. Other studies require guitarists to learn and per- ... 

 ...egies. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression, pages 351–354, London, UK, 2014. Ava... 

 .../esp-now . [4] S. Fels. Designing for intimacy: creating new [INTERFACES] for musical expression. Proceedings of the Institute of Elec... 

 ...ation. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression, pages 354–357, Copenhagen, Denmark, ... 

 ...oller. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression, pages 352–355, 2018. [9] O. L ¨ahdeo...",10,27.55472510405236,0
2020,nime2020_63.pdf,"...tistic performances, the complexity and diversity of digital [INTERFACES] may impair the spectator ex- perience, in particular hiding ... 

 ...g → Mixed / augmented reality; 1. INTRODUCTION While digital [INTERFACES] open numerous possibilities for artis- tic expression, they ... 

 ...ors. In particular, previous research has shown that digital [INTERFACES] , in particular Digital Musical Instruments (DMIs), may dimi... 

 ...teration of audience experience in performances with digital [INTERFACES] . We demonstrate how it can be used to analyse, extend or cr... 

 ...niques which have no impact on the design of the performer’s [INTERFACE] , i.e. they do not change the way performers interact . Rath... 

 ...ide addi- Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 327 a  b ... 

 ...al or secretive [22]. Although SEATs may be combined with an [INTERFACE] that allows for audience participation in the performance, i... 

 ...rol helps Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 328 Spati...",16,27.45609204183867,0
2023,nime2023_95.pdf,"...SketchSynth: a browser-based sketching [INTERFACE] for sound control Sebastian Löbbers Centre for Digital Music... 

 ...ited Kingdom g.fazekas@qmul.ac.uk ABSTRACT SketchSynth is an [INTERFACE] that allows users to create map- pings between synthesised s... 

 ...s representing their associa- tions with various sounds. The [INTERFACE] extracts sketch fea- tures in real-time that were shown to c... 

 ... workflow and can be tailored to individual preferences. The [INTERFACE] can be accessed online through a web-browser on a computer, ... 

 ...usic computing;Psy- chology; •Human-centered computing→ User [INTERFACE] pro- gramming; 1. INTRODUCTION How can a digital music perfo... 

 ... easily, while maintaining a degree of creative freedom. The [INTERFACE] runs entirely in the browser and can be accessed online on a... 

 ... in Sections 1.1 and 1.2. Section 2 gives an overview of the [INTERFACE] and extracted features. Section 3 demonstrates how SketchSyn... 

 ...es the setup illustrated in Figures 4 and 5. The SketchSynth [INTERFACE] can be accessed online at https://sketchsynth.com. 2.1 Inter...",24,27.3594877240079,0
2023,nime2023_61.pdf,"...circuitry (on the right). Figure 2: Capture of the Pure Data [INTERFACE] that controls the behaviour of the instrument 3.1.3 The B- a... 

 ...ital musical instruments. In International Conference on New [INTERFACES] for Musical Expression, 2022. [12] A. Guidi, F. Morreale, an... 

 ...xplore performer fluency. In International Conference on New [INTERFACES] for Musical Expression , 2020. [13] M. W. Jaspers, T. Steen,... 

 ... Bos, and M. Geenen. The think aloud method: a guide to user [INTERFACE] design. International journal of medical informatics, 73(11-... 

 ...ion: The Electric Guitar. In International Conference on New [INTERFACES] for Musical Expression , pages 53–56, 2008. [15] M. Mauch an... 

 ...pick for nuanced control. In International Conference on New [INTERFACES] for Musical Expression, 2019. [19] L. S. Pardue, K. Buys, M.... 

 ...s and acoustic actuation. In International Conference on New [INTERFACES] for Musical Expression , pages 278–283, 2019. [20] G. V. Par... 

 ... User Experience in NIME. In International Conference on New [INTERFACES] for Musical Expression , 2021. [24] G.-M. Schmid. Evaluating...",9,27.255500641125785,0
2017,nime2017_jvetter.pdf,"...ive Control Through Modular String Topologies Jens Vetter MA [INTERFACE] Culture Kunstuniversität Linz Ederstr. 5, 4020 Linz, Austria... 

 ...s, latency ACM Classiﬁcation C.0 [General] Hardware/software [INTERFACE] , C.2.1 [Network Architecture and Design] Wireless communica... 

 ...- terfaces] Input devices and strategies, H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing. 1. INTRODUCTION... 

 ... instruments evolved as a form of sound and data interaction [INTERFACES] , were made possible through aﬀordable electronics, programm... 

 ...evelop our own tools, based on our requirements. 2.1 General [INTERFACE] Design Accompanying new forms of interactive instruments one... 

 ... and, above all, longer strings for our intention to use the [INTERFACES] in the public space. 2.3 Modular Topologies While classical ... 

 ...architectures (e.g. parallel strings in Pianos), new modular [INTERFACES] can augment them [4] or even build up diﬀerent topologies (e... 

 ...r objects. It could also be interesting to use it as a group [INTERFACE] with dancers, musicians or the public on stage or in public ...",12,27.224578171246478,0
2012,nime2012_Stead.pdf,"...ing of the score is visible to the audience as a performance [INTERFACE] , with a colour classiﬁer and visual feature recogniser caus... 

 ...Ann Arbor. Copyright remains with the author(s). performance [INTERFACE] that incorporated both elements of performance practice with... 

 ...eloping new languages for live coding. In Proceedings of New [INTERFACES] for Musical Expression, pages 381–386. Nime, May 2011. [2] A... 

 ...amera phones and visual grid tracking. In Proceedings of New [INTERFACES] for Musical Expression, pages 31–36. NIME, June 2006. [10] B... 

 ...ang. Designing smule’s iphone ocarina. In Proceedings of New [INTERFACES] for Musical Expression . NIME, June 2009.... 

 ...log for the ‘value’ tile, which represents a percentage or a [PIANO] note. A ‘trigger’ tile can be modiﬁed to refer to a particul... 

 ...(a change over time), pitch changes at a linear rate. We use [PIANO] notes for our purposes (e.g. D3), rather than frequencies, t...",7,27.202611657830765,0
2012,nime2012_Nash.pdf,"...dy, are used   to illustrate the properties of notations and [INTERFACES] that  facilitate greater immersion in musical activities and... 

 ...l experiences, and to what extent they are  supported in the [INTERFACES] of music production software. Users  are shown to maintain l... 

 ...uge users’ subjective experience of the tracker notation and [INTERFACE] , in comparison to their experiences of a sequencer of  thei... 

 ...almost exclusively controlled through the  computer’s QWERTY [KEYBOARD] . Music is represented in fixed  grids of text (or patterns ... 

 ...y and efficiently manipulated and navigated by the  computer [KEYBOARD] , for which a significant number of shortcuts  and macros ar... 

 ...r, over a 5-hour session, allowing us to study how  both the [KEYBOARD] input and musical feedback were used, and  how we should ana... 

 ... years, the composer showed well- developed motor skills and [KEYBOARD] knowledge that allowed  him to remain focused, active, and i... 

 ...n, facilitated by the development of  motor skills using the [KEYBOARD] [13], approaching Level 3  liveness. These programs, by narr...",11,27.15697722692066,0
2024,nime2024_45.pdf,"...rs, we also use acoustic string instruments, such as pianos, [HARPSICHORDS] , harps, and kotos, as both sounding sources and effects uni... 

 ...averaged:  I understand how an object can be a computational [INTERFACE] , a score and an instrument 5.0 I found making a score easy ... 

 ...cal implications”, Proceedings of the 2002 conference on New [INTERFACES] for musical expression, 2002. [12] Greenlee, Shawn E, ""Errat... 

 ...ng matters, we also use acoustic string instruments, such as [PIANOS] , harpsichords, harps, and kotos, as both sounding sources a...",4,27.00313340627148,0
2016,nime2016_Bown.pdf,"...usic, Game Music, Bowls ACM Classiﬁcation H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing, H.5.2 [Informat... 

 ... Presentation] Sound and Music Computing, H.5.2 [Information [INTERFACES] and Presentation] User Interfaces—Haptic I/O 1. INTRODUCTION... 

 ...puting, H.5.2 [Information Interfaces and Presentation] User [INTERFACES] —Haptic I/O 1. INTRODUCTION Bowls was presented at Musify+Ga... 

 ... of the Vivid festival held in 2015. Bowls was a new musical [INTERFACE] and installation that explored novel methods of interaction ... 

 ...tion that explored novel methods of interaction with musical [INTERFACES] , and created a social non- competitive musical game, which ... 

 ...he ﬁrst audio games we know of that not only instruments the [INTERFACE] , but also embeds the audio processing, synthesis capability... 

 ...ﬁc Java classes that implement the PIPO (PI Playback Object) [INTERFACE] . Thus from the central controller one can easily experiment... 

 ...dback can be difﬁcult as these systems do not have good user [INTERFACES] . Likewise the simple suite of network communication tools w...",11,26.95286144605798,0
2005,nime2005_Pellarin.pdf,"...rategies , public installation, multiple  participants music [INTERFACES] .     1. INTRODUCTION  The development of performance sy ste... 

 ... instruments.   Unlike traditional physical instruments, the [INTERFACE] and the  actual sound generator can be regarded as two separ... 

 ...arate parts.   The result is that the connection between the [INTERFACE] and the  instrument becomes important in itself. This paper ... 

 ....    Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 152  ... 

 ...aspects and studies in how people approach and  adapt to new [INTERFACES] .    3.1 Bubbles and Bouncing Balls  In an early stage in de... 

 ...by Oval [4].).  4. MAPPING STRATEGIES  Using human motion as [INTERFACE] for control of sound parameters,  frees the user of the rest... 

 ...d.   Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 153 W... 

 ...t.   Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 154 6...",11,26.95286144605798,0
2014,nime2014_fvisi.pdf,"...ontexts, there is a long and proliﬁc tradition of electronic [INTERFACES] that exploit gestures and motion as means of control of musi... 

 ... mapping strategy is crucial for the ex- pressiveness of the [INTERFACE] , being the relationship between gestural variables and musi... 

 ...pertoire. Proceedings of the International Conference on New [INTERFACES] for Musical Expression 601 The coupling of actions and perce... 

 ...estage.eu Proceedings of the International Conference on New [INTERFACES] for Musical Expression 602 comprises the use of one-to-one a... 

 ...tion that Proceedings of the International Conference on New [INTERFACES] for Musical Expression 603 music is based on a tight relatio... 

 ...rping. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression, pages 337–342, 2011. [8] R. I. Godøy... 

 ...ry approach to the development of an embodied human-computer [INTERFACE] . Computer Music Journal , 35(2):22–35, 2011. [17] P.-J. Mae... 

 ...May 2006. Proceedings of the International Conference on New [INTERFACES] for Musical Expression 604...",10,26.948412816563074,0
2013,nime2013_Trento.pdf,"...Flag beat: a novel [INTERFACE] for rhythmic musical expression for kids Stefano Trento Depa... 

 ...gly explored the role of novel musical instruments, tangible [INTERFACES] [13, 11] and sonic toys for children. Aca- demic or commerci... 

 ...rawing on a device. Another interesting example of a musical [INTERFACE] is PebbleBox [10], where the sound is a product of a continu... 

 ...some of them are collaborative 1An accurate list of tangible [INTERFACES] can be found at this link: modin.yuri.at/tangibles/ Permissi... 

 ...ght remains with the author(s). Figure 1: Flag Beat Tangible [INTERFACE] and rhythmic, others are gesture based. The majority of comm... 

 ...ythmic, others are gesture based. The majority of commercial [INTERFACES] developed for kids use pre-recorded low quality sound sample... 

 ...eryday objects [4]. This yields the possibility to de- velop [INTERFACES] in which the information is given through diﬀerent sensory c... 

 ...on- continuous interaction and expressive sonic feedback. 2. [INTERFACE] The main purpose of this project is to develop a sonic toy t...",17,26.80885323040914,0
2010,nime2010_Suiter.pdf,"...usic.  Examples  range from the name of this conference “New [INTERFACES] for  Musical Expression”, or in numerous books and articles ... 

 ...sic dictionaries.  Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 319 [1... 

 ...ese  principles.   Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 320 Th... 

 ...is its ability to  Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 321 co... 

 ...002,200 -203.      Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 322... 

 ...register (for example, only using the middle  octaves of the [PIANO] , or using a hi -pass filter).  The second set  of treatment...",6,26.776559211597352,0
2013,nime2013_Johnston.pdf,"...ped a system which uses what could be termed a ‘natural user [INTERFACE] ’ or ‘reality-based interaction’ [3]. The term ‘natural’ is ... 

 ...e of this term is quite speciﬁc here. It is used to refer to [INTERFACES] based on simulations of physi- cal processes – interfaces wh... 

 ...to interfaces based on simulations of physi- cal processes – [INTERFACES] which respond to user gestures in ways which are intuitively... 

 ... interesting and useful characteristics when used in musical [INTERFACES] . Momeni and Henry, for example, propose the use of phys- ic... 

 ...grain playback loops) [9] can be set via sliders on the user [INTERFACE] . Eﬀectively, this means that the ﬂuid is broken up into a g... 

 ... editors, Proceedings of the International Conference on New [INTERFACES] for Musical Expression , pages 417–420, Oslo, Norway, 2011. ... 

 ...elbaum. Reality-based interaction: a framework for post-wimp [INTERFACES] . In Proceedings of the twenty-sixth annual SIGCHI conferenc... 

 ...igning for conversational interaction. In Proceedings of New [INTERFACES] for Musical Expression (NIME) , 2009. [6] B. D. Lucas and T....",13,26.761488643947445,0
2010,nime2010_Hahnel2010b.pdf,"...lid today [1, 18]. Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 277 a:... 

 ...onicvisualiser.org Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 278 • ... 

 ...e Mozart exercise. Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 279 to... 

 ...e concrete musical Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 280 co... 

 ...o the next dynamic Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 281 le... 

 ... Dec. 2009], 2009. Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 282...",6,26.76001433667544,0
2014,nime2014_seloul.pdf,"...ch allows an easy and low cost way to apply innovative music [INTERFACES] for live performance, with- out losing the professionalism r... 

 ...from the studio to the stage. Keywords Liveness, interactive [INTERFACES] , synchronization, intiligent performer, Max/MSP, live bands... 

 ...nvincing way. Max/MSP specializes in creating an interactive [INTERFACE] between sound, visual and physical playing in real time[8, 1... 

 ...ptops and Proceedings of the International Conference on New [INTERFACES] for Musical Expression 94 sound-cards to manage the audio ro... 

 ...z- ing all the players. The second patch named ’Child’ is an [INTERFACE] that provides all the virtual environment for every player o... 

 ...truments In order to show the ability to combine interactive [INTERFACES] in the approach, we demonstrate three patches of virtual ins... 

 ...RsaDV-z4A Proceedings of the International Conference on New [INTERFACES] for Musical Expression 95 Bass Guitar Drums Keyboard Guitar ... 

 ...r the La- Proceedings of the International Conference on New [INTERFACES] for Musical Expression 96 Figure 4: Installation on stage of...",14,26.75179327266047,0
2012,nime2012_Mitchell.pdf,"...sive/intuitive as they as they resemble ‘real-world’ control [INTERFACES] by incorporating the notion of metaphor [7]. Moreover, the c... 

 ...zation. InProceedings of the International Conference on New [INTERFACES] for Musical Expression , 2011. [6] S. Chantasuban and S. Thi... 

 ...ry approach to the development of an embodied human-computer [INTERFACE] .Computer Music Journal , 35(2):22–35, June 2011. [11] P.-J.... 

 ...From expressive gesture to sound. Journal on Multimodal User [INTERFACES] , 3(1), 2010. [12] T. Mitchell and I. Heap. Soundgrasp: A ge... 

 ..., 2010. [12] T. Mitchell and I. Heap. Soundgrasp: A gestural [INTERFACE] for the performance of live music. In International Conferen... 

 ...erformance of live music. In International Conference on New [INTERFACES] for Musical Expression, 2011. [13] G. Saggio, F. Giannini, M... 

 ...ni, M. Todisco, and G. Costantini. A data glove based sensor [INTERFACE] to expressively control musical processes. In4th IEEE Intern... 

 ...In4th IEEE International Workshop on Advances in Sensors and [INTERFACES] , 2011. [14] M. Sama, V. Pacella, E. Farella, L. Benini, and...",10,26.750234512743678,0
